GRAM5_NEGATIVE_CONTROL_OK new axiom: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK axiom only in proof body: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK missing proof dependency: missing raw dependency: Gram5AuditNegative.doesNotExist
GRAM5_NEGATIVE_CONTROL_OK standard name with altered type: nonstandard axiom type: propext
GRAM5_NEGATIVE_CONTROL_OK standard name with altered universe arity: unexpected axiom or universe arity: propext
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.unsafe: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.partial: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK every expression-bearing syntax position was traversed
GRAM5_NEGATIVE_CONTROL_OK altered stored theorem body is detected by exact comparison
GRAM5_NEGATIVE_CONTROL_OK stored theorem with changed type: stored theorem differs in non-body fields
GRAM5_NEGATIVE_CONTROL_OK stored theorem replaced by an axiom: stored declaration differs outside the theorem-body case
GRAM5_NEGATIVE_CONTROL_OK stored proof refers back to its original name: stored theorem variant depends on its original name: Gram5AuditNegative.circularStoredVariant
GRAM5_NEGATIVE_CONTROL_OK new axiom in an alternate stored proof: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_PROJECT_MODULE PBCounterexample.Basic records=41
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.targetScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix_det [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.implicitResidual_zero_slice [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.Parameters [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_implicitCorrection [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix._proof_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalDerivative._proof_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS ContDiffAt.implicitFunction.congr_simp [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.targetScale._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.signedNormal [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.implicitResidual [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.normalScale_sq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_implicitCorrection._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.implicitResidual_vertical_line [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.contDiff_normalScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.verticalMatrix._proof_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.correction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_point_lambda [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.hasDerivAt_eval_point_epsilon [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.direction.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.matchedA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.recOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.mk.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.point.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.point [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.direction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.equation [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.mk.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.hasDerivAt_point_epsilon [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_eval_point_epsilon [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.contDiffAt_point [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_point_epsilon [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.regular [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.mk.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.linearB_direction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_eval_point_div [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.direction_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.direction_first [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.point_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.mk [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.matchedW [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.contDiffAt_direction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.radius [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.mk.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.noConfusionType [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.zero_slice [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.scaledPoint [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.ctorIdx [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily._sizeOf_inst [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.linearA_direction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.direction_zero_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.radius_pos [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_correctionFamily [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.matchedB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily._sizeOf_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.mk._flat_ctor [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.beta [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.commonCoefficient._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.recOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.gamma [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eval_scaled [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.alpha [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.mk.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LeafDecomposition.0.PBCounterexample.Gram5.exceptional_fourteen [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition._sizeOf_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.mk.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.mk [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LeafDecomposition.0.PBCounterexample.Gram5.exceptional_fifteen [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.mk.inj [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.equality [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.component.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.component [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.mk._flat_ctor [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.noConfusionType [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_leafDecomposition [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.ctorIdx [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition._sizeOf_inst [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.mk.sizeOf_spec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.commonCoefficient [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.component_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.remainder [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.first_component_value_or_derivative [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.casesOn [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.clean [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.commonCoefficient._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.commonCoefficient.eq_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LeafDecomposition.0.PBCounterexample.Gram5.exceptional_sixteen [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.rec [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_max [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_neg_iff._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_6 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_min [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sign_clip._simp_1_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_pos_iff._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_neg_iff [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.monotone_clip [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_linear_pos [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_constant_neg [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.continuous_clip [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_pos_iff [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_eq_neg_one_of_le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_eq_one_of_one_le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.monotone_realSign [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_neg_iff._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_pos_iff._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip_eq_zero_iff [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sign_clip._simp_1_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sign_clip [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_linear_neg [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_low_coefficients_zero [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_quadratic_of_constant_pos [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.clip [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.radialPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.polynomial_eval_expand [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.limitingValue [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_polynomial._simp_1_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.eval_homogeneous_scale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.radialPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_mvPolynomial._proof_1_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.limitingValue.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_mvPolynomial._proof_1_3 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_mvPolynomial._proof_1_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sum_homogeneousComponent_extended._proof_1_2 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.radialPolynomial_eval [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sign_limitingValue [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.leafLimit [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sum_homogeneousComponent_extended [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_mvPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sum_homogeneousComponent_extended._proof_1_4 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sum_homogeneousComponent_extended._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.radialPolynomial_coeff._simp_1_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sum_homogeneousComponent_extended._simp_1_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.radialPolynomial_coeff [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.sign_limitingValue_congr [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.tendsto_clip_polynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Radial.leafLimit.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.PolynomialSelection.0.PBCounterexample.PolynomialSelection.region.match_1.eq_1 []
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover_count [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.f [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover_homogeneous [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.PolynomialSelection.0.PBCounterexample.PolynomialSelection.region.match_1.eq_2 []
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.region_agrees [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.label.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover._proof_2 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover._proof_3 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.continuous_f [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.f_positive_homogeneous [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.minimum_eq_on_region [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.f_eq_on_region [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.minimum_le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.le_minimum_iff [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.minimum.congr_simp [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialRegion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.zeroRegion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.region [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.f.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover._proof_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover._proof_4 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.semialgebraic_zeroRegion [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.f.congr_simp [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.exists_minimum_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.label.eq_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover._simp_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.continuous_minimum [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.semialgebraic_polynomialRegion [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.minimum [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.f_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.minimum_smul [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialCover._simp_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.region.match_1 []
GRAM5_CACHED_AXIOMS _private.PBCounterexample.PolynomialSelection.0.PBCounterexample.PolynomialSelection.region.match_1.splitter []
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.isClosed_zeroRegion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.region_covers_point [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.minimum.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.isClosed_polynomialRegion [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.label [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.minimum [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.f.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gram_kernel_zero_of_nonpos [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.f_of_determinant_nonpos [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.positiveMatrix_kernel_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.polynomialCover_label [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.f_of_positive [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.f [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinant_ne_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.polynomialCover [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.minimum_le [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.le_minimum_iff [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.continuous_f [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.polynomialCover_count [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.minimum._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm26 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder16.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder14.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.matched_q_zero [propext, Classical.choice, Quot.sound]
